date,ticker,type,direction,detail,price,entry_price,result_5,result_10,current_pct,max_drawdown_pct,days_to_5,days_to_10
2026-01-30,NU,adjusted_drop,buy,"Market-adjusted drop -5.09% (stock -5.38%, market -0.30%)",17.75,17.74,win,loss,-8.74,-9.36,2,
2026-01-30,NU,sector_drop,buy,"Sector-adjusted drop -5.18% (stock -5.38%, XLF -0.21%)",17.75,17.74,win,loss,-8.74,-9.36,2,
2026-01-30,NU,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",17.75,17.74,win,loss,-8.74,-9.36,2,
2026-02-23,NU,adjusted_drop,buy,"Market-adjusted drop -6.62% (stock -7.64%, market -1.02%)",16.19,16.19,loss,loss,-11.86,-14.67,,
2026-02-26,NU,sector_drop,buy,"Sector-adjusted drop -10.76% (stock -9.55%, XLF +1.21%)",15.06,14.72,loss,loss,-3.8,-8.08,,
2026-01-29,SNAP,adjusted_drop,buy,"Market-adjusted drop -5.41% (stock -5.61%, market -0.20%)",7.24,7.14,loss,loss,-28.01,-34.87,,
2026-01-29,SNAP,sector_drop,buy,"Sector-adjusted drop -8.21% (stock -5.61%, XLC +2.60%)",7.24,7.14,loss,loss,-28.01,-34.87,,
2026-01-29,SNAP,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",7.24,7.14,loss,loss,-28.01,-34.87,,
2026-04-14,SNAP,rel_strength,buy,"New 20-day high (+9.3% above prev, 1.6x vol)",5.6,6.05,win,loss,0.99,-9.83,15,
2026-04-15,SNAP,volume_spike,buy,Volume spike 2.7x (dip in uptrend),6.04,6.13,loss,loss,-0.33,-11.01,,
2026-04-15,SNAP,gap_and_go,buy,Gap up +8.0% on 2.7x volume,6.04,6.13,loss,loss,-0.33,-11.01,,
2026-04-21,SNAP,adjusted_drop,buy,"Market-adjusted drop -5.35% (stock -6.00%, market -0.65%)",5.64,5.73,win,win,-3.14,-5.15,4,8
2026-05-11,SNAP,adjusted_drop,buy,"Market-adjusted drop -5.66% (stock -5.43%, market +0.23%)",5.75,5.7,win,loss,1.05,-9.12,14,
2026-04-08,GRAB,gap_and_go,buy,Gap up +8.9% on 2.0x volume,3.63,3.63,win,win,5.23,-1.38,4,6
2026-04-16,GRAB,rel_strength,buy,"New 20-day high (+3.2% above prev, 1.4x vol)",4.02,4.12,loss,loss,-8.01,-14.56,,
2026-01-28,PLTR,adjusted_drop,buy,"Market-adjusted drop -5.03% (stock -5.04%, market -0.01%)",157.35,157.63,loss,loss,-14.43,-19.92,,
2026-02-03,PLTR,gap_and_go,buy,Gap up +11.7% on 2.8x volume,157.88,155.41,loss,loss,-13.65,-18.77,,
2026-02-05,PLTR,adjusted_drop,buy,"Market-adjusted drop -5.58% (stock -6.83%, market -1.25%)",130.01,135.33,win,loss,1.37,-6.72,2,
2026-04-08,PLTR,gap_and_go,buy,Gap up +3.1% on 1.6x volume,140.76,139.4,win,loss,-1.02,-11.99,7,
2026-04-08,PLTR,adjusted_drop,buy,"Market-adjusted drop -8.75% (stock -6.20%, market +2.55%)",140.76,139.4,win,loss,-1.02,-11.99,7,
2026-04-08,PLTR,confluence,buy,"Confluence (2): gap_and_go, adjusted_drop",140.76,139.4,win,loss,-1.02,-11.99,7,
2026-04-17,PLTR,macd,buy,MACD bullish crossover (above SMA20),146.39,145.0,win,loss,-4.97,-9.55,3,
2026-04-23,PLTR,adjusted_drop,buy,"Market-adjusted drop -6.85% (stock -7.24%, market -0.39%)",141.57,142.96,loss,loss,-6.46,-9.94,,
2026-05-01,PLTR,macd,buy,MACD bullish crossover (above SMA20),144.07,147.75,loss,loss,-7.36,-12.86,,
2026-05-05,PLTR,adjusted_drop,buy,"Market-adjusted drop -7.73% (stock -6.93%, market +0.80%)",135.91,133.71,win,loss,-0.9,-3.71,2,
2026-01-26,MARA,adjusted_drop,buy,"Market-adjusted drop -5.46% (stock -4.95%, market +0.51%)",9.98,10.05,win,loss,-25.27,-33.73,1,
2026-02-04,MARA,adjusted_drop,buy,"Market-adjusted drop -8.02% (stock -8.51%, market -0.48%)",8.28,7.8,win,win,8.33,-14.62,2,14
2026-02-05,MARA,sector_drop,buy,"Sector-adjusted drop -5.42% (stock -18.72%, BITO -13.30%)",6.73,7.23,win,win,23.65,-1.52,1,1
2026-02-06,MARA,gap_and_go,buy,Gap up +7.4% on 1.8x volume,8.24,7.85,win,win,20.38,-9.04,1,12
2026-02-17,MARA,adjusted_drop,buy,"Market-adjusted drop -5.34% (stock -5.18%, market +0.16%)",7.51,7.48,win,win,14.57,-2.27,2,3
2026-02-27,MARA,volume_spike,buy,Volume spike 2.1x (dip in uptrend),8.94,8.61,win,win,-1.74,-8.36,1,1
2026-02-27,MARA,gap_and_go,buy,Gap up +14.6% on 2.1x volume,8.94,8.61,win,win,-1.74,-8.36,1,1
2026-03-03,MARA,adjusted_drop,buy,"Market-adjusted drop -7.48% (stock -8.36%, market -0.88%)",8.66,9.11,win,win,-9.44,-13.39,8,8
2026-03-03,MARA,sector_drop,buy,"Sector-adjusted drop -7.00% (stock -8.36%, BITO -1.36%)",8.66,9.11,win,win,-9.44,-13.39,8,8
2026-03-03,MARA,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",8.66,9.11,win,win,-9.44,-13.39,8,8
2026-03-13,MARA,gap_and_go,buy,Gap up +4.8% on 1.5x volume,9.32,9.76,loss,loss,-9.32,-21.82,,
2026-03-13,MARA,rel_strength,buy,"New 20-day high (+1.9% above prev, 1.5x vol)",9.32,9.76,loss,loss,-9.32,-21.82,,
2026-03-13,MARA,confluence,buy,"Confluence (2): gap_and_go, rel_strength",9.32,9.76,loss,loss,-9.32,-21.82,,
2026-03-20,MARA,adjusted_drop,buy,"Market-adjusted drop -6.81% (stock -8.24%, market -1.43%)",8.46,8.6,win,win,20.47,-11.28,1,12
2026-03-20,MARA,sector_drop,buy,"Sector-adjusted drop -8.24% (stock -8.24%, BITO +0.00%)",8.46,8.6,win,win,20.47,-11.28,1,12
2026-03-26,MARA,gap_and_go,buy,Gap up +3.6% on 2.1x volume,8.58,8.31,win,win,39.59,-8.18,5,8
2026-04-06,MARA,macd,buy,MACD bullish crossover (above SMA20),8.85,8.66,win,win,29.1,-5.31,2,2
2026-04-30,MARA,macd,buy,MACD bullish crossover (above SMA20),11.99,12.28,win,win,10.34,-8.31,4,7
2026-04-30,MARA,gap_and_go,buy,Gap up +3.5% on 1.9x volume,11.99,12.28,win,win,10.34,-8.31,4,7
2026-05-01,MARA,sector_drop,buy,"Sector-adjusted drop -7.16% (stock -4.42%, BITO +2.74%)",11.46,11.43,win,win,20.82,-1.49,2,3
2026-01-27,AMZN,macd,buy,MACD bullish crossover (above SMA20),244.68,246.37,loss,loss,-16.88,-20.44,,
2026-02-06,AMZN,adjusted_drop,buy,"Market-adjusted drop -7.47% (stock -5.55%, market +1.92%)",210.32,208.97,loss,loss,-0.28,-6.21,,
2026-02-06,AMZN,sector_drop,buy,"Sector-adjusted drop -5.96% (stock -5.55%, XLY +0.41%)",210.32,208.97,loss,loss,-0.28,-6.21,,
2026-02-06,AMZN,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",210.32,208.97,loss,loss,-0.28,-6.21,,
2026-04-01,AMZN,macd,buy,MACD bullish crossover (above SMA20),210.57,206.54,win,win,23.5,-0.79,4,5
2026-04-09,AMZN,rel_strength,buy,"New 20-day high (+3.4% above prev, 1.6x vol)",233.65,235.3,win,win,12.65,-0.04,3,11
2026-04-30,AMZN,volume_spike,buy,Volume spike 2.2x (dip in uptrend),265.06,265.58,loss,loss,1.08,-3.91,,
2026-04-30,AMZN,gap_and_go,buy,Gap up +3.9% on 2.2x volume,265.06,265.58,loss,loss,1.08,-3.91,,
2026-04-30,AMZN,rel_strength,buy,"New 20-day high (+3.0% above prev, 2.2x vol)",265.06,265.58,loss,loss,1.08,-3.91,,
2026-04-30,AMZN,confluence,buy,"Confluence (2): gap_and_go, rel_strength",265.06,265.58,loss,loss,1.08,-3.91,,
2026-01-30,MU,rel_strength,buy,"New 20-day high (+2.4% above prev, 1.4x vol)",414.71,412.01,win,loss,2.13,-11.71,1,
2026-02-04,MU,adjusted_drop,buy,"Market-adjusted drop -9.06% (stock -9.55%, market -0.48%)",379.24,369.46,win,win,12.43,-0.98,1,5
2026-02-04,MU,sector_drop,buy,"Sector-adjusted drop -6.76% (stock -9.55%, XLK -2.79%)",379.24,369.46,win,win,12.43,-0.98,1,5
2026-02-04,MU,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",379.24,369.46,win,win,12.43,-0.98,1,5
2026-03-03,MU,adjusted_drop,buy,"Market-adjusted drop -7.11% (stock -7.99%, market -0.88%)",379.52,393.47,win,win,0.48,-9.14,5,9
2026-03-03,MU,sector_drop,buy,"Sector-adjusted drop -6.53% (stock -7.99%, XLK -1.46%)",379.52,393.47,win,win,0.48,-9.14,5,9
2026-03-03,MU,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",379.52,393.47,win,win,0.48,-9.14,5,9
2026-03-16,MU,macd,buy,MACD bullish crossover (above SMA20),441.61,452.35,loss,loss,-16.53,-31.14,,
2026-03-16,MU,rel_strength,buy,"New 20-day high (+4.1% above prev, 1.4x vol)",441.61,452.35,loss,loss,-16.53,-31.14,,
2026-03-23,MU,adjusted_drop,buy,"Market-adjusted drop -5.44% (stock -4.39%, market +1.05%)",404.18,401.11,win,win,16.09,-22.34,12,15
2026-03-23,MU,sector_drop,buy,"Sector-adjusted drop -5.74% (stock -4.39%, XLK +1.35%)",404.18,401.11,win,win,16.09,-22.34,12,15
2026-03-23,MU,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",404.18,401.11,win,win,16.09,-22.34,12,15
2026-04-01,MU,gap_and_go,buy,Gap up +3.3% on 1.6x volume,367.85,341.34,win,win,41.13,-0.33,1,2
2026-04-08,MU,macd,buy,MACD bullish crossover (above SMA20),406.73,407.61,win,win,27.2,-2.25,4,4
2026-05-05,MU,gap_and_go,buy,Gap up +5.8% on 1.6x volume,640.2,660.37,win,win,40.59,-4.97,3,3
2026-05-05,MU,rel_strength,buy,"New 20-day high (+9.9% above prev, 1.6x vol)",640.2,660.37,win,win,40.59,-4.97,3,3
2026-05-05,MU,confluence,buy,"Confluence (2): gap_and_go, rel_strength",640.2,660.37,win,win,40.59,-4.97,3,3
2026-02-27,NFLX,gap_and_go,buy,Gap up +11.5% on 4.3x volume,96.24,95.26,win,loss,-3.61,-4.8,4,
2026-02-27,NFLX,rel_strength,buy,"New 20-day high (+11.8% above prev, 4.3x vol)",96.24,95.26,win,loss,-3.61,-4.8,4,
2026-02-27,NFLX,confluence,buy,"Confluence (2): gap_and_go, rel_strength",96.24,95.26,win,loss,-3.61,-4.8,4,
2026-03-02,NFLX,earnings_drift,buy,"Post-catalyst drift: gap +11.5%, move +0.9%",97.09,96.01,loss,loss,-2.74,-5.54,,
2026-04-02,NFLX,macd,buy,MACD bullish crossover (above SMA20),98.66,100.96,win,loss,-8.44,-9.07,7,
2026-04-16,NFLX,rel_strength,buy,"New 20-day high (+1.0% above prev, 1.8x vol)",107.79,96.37,loss,loss,-8.43,-10.01,,
2026-04-17,NFLX,adjusted_drop,buy,"Market-adjusted drop -10.93% (stock -9.72%, market +1.21%)",97.31,97.14,loss,loss,-9.93,-10.73,,
2026-04-17,NFLX,sector_drop,buy,"Sector-adjusted drop -9.95% (stock -9.72%, XLC +0.23%)",97.31,97.14,loss,loss,-9.93,-10.73,,
2026-04-17,NFLX,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",97.31,97.14,loss,loss,-9.93,-10.73,,
2026-02-04,AAPL,rel_strength,buy,"New 20-day high (+2.6% above prev, 1.7x vol)",275.98,277.61,loss,loss,-1.77,-8.07,,
2026-02-24,AAPL,macd,buy,MACD bullish crossover (above SMA20),271.89,271.53,loss,loss,-6.46,-8.19,,
2026-04-17,AAPL,rel_strength,buy,"New 20-day high (+1.9% above prev, 1.4x vol)",269.98,270.08,win,loss,8.5,-1.95,10,
2026-05-01,AAPL,rel_strength,buy,"New 20-day high (+4.1% above prev, 1.8x vol)",279.88,279.4,win,win,10.53,-1.72,5,15
2026-01-30,OPEN,adjusted_drop,buy,"Market-adjusted drop -7.41% (stock -7.71%, market -0.30%)",5.15,5.11,win,loss,-6.46,-16.63,14,
2026-01-30,OPEN,sector_drop,buy,"Sector-adjusted drop -7.85% (stock -7.71%, XLRE +0.15%)",5.15,5.11,win,loss,-6.46,-16.63,14,
2026-01-30,OPEN,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",5.15,5.11,win,loss,-6.46,-16.63,14,
2026-02-10,OPEN,sector_drop,buy,"Sector-adjusted drop -6.46% (stock -5.06%, XLRE +1.40%)",4.69,4.75,win,win,2.74,-10.32,7,7
2026-02-12,OPEN,adjusted_drop,buy,"Market-adjusted drop -6.44% (stock -7.98%, market -1.54%)",4.38,4.45,win,win,12.36,-4.27,3,5
2026-02-20,OPEN,gap_and_go,buy,Gap up +18.3% on 2.8x volume,5.0,4.91,win,win,0.81,-6.01,1,4
2026-04-15,OPEN,macd,buy,MACD bullish crossover (above SMA20),4.82,4.99,win,win,9.31,-0.9,1,2
2026-04-16,OPEN,gap_and_go,buy,Gap up +3.6% on 2.1x volume,5.27,5.37,win,win,-0.93,-7.64,3,3
2026-04-21,OPEN,volume_spike,buy,Volume spike 2.5x (dip in uptrend),5.45,5.66,loss,loss,-16.78,-19.26,,
2026-04-21,OPEN,rel_strength,buy,"New 20-day high (+8.7% above prev, 2.5x vol)",5.45,5.66,loss,loss,-16.78,-19.26,,
2026-04-23,OPEN,sector_drop,buy,"Sector-adjusted drop -5.02% (stock -3.87%, XLRE +1.15%)",5.22,5.29,win,loss,-15.5,-16.45,1,
2026-05-04,OPEN,adjusted_drop,buy,"Market-adjusted drop -5.33% (stock -5.70%, market -0.37%)",5.13,5.13,win,loss,-12.67,-19.1,2,
2026-05-04,OPEN,sector_drop,buy,"Sector-adjusted drop -5.16% (stock -5.70%, XLRE -0.54%)",5.13,5.13,win,loss,-12.67,-19.1,2,
2026-05-04,OPEN,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",5.13,5.13,win,loss,-12.67,-19.1,2,
2026-01-29,NIO,macd,buy,MACD bullish crossover (above SMA20),4.77,4.93,win,loss,2.84,-11.16,6,
2026-01-29,NIO,gap_and_go,buy,Gap up +3.5% on 1.6x volume,4.77,4.93,win,loss,2.84,-11.16,6,
2026-02-05,NIO,volume_spike,buy,Volume spike 2.9x (dip in uptrend),4.7,4.99,win,loss,-2.4,-5.21,11,
2026-02-06,NIO,gap_and_go,buy,Gap up +6.2% on 2.0x volume,5.04,4.91,win,loss,-3.87,-5.5,10,
2026-02-06,NIO,rel_strength,buy,"New 20-day high (+4.0% above prev, 2.0x vol)",5.04,4.91,win,loss,-3.87,-5.5,10,
2026-02-06,NIO,confluence,buy,"Confluence (2): gap_and_go, rel_strength",5.04,4.91,win,loss,-3.87,-5.5,10,
2026-03-10,NIO,macd,buy,MACD bullish crossover (above SMA20),5.7,5.69,win,loss,5.98,-7.03,4,
2026-03-10,NIO,gap_and_go,buy,Gap up +6.5% on 4.1x volume,5.7,5.69,win,loss,5.98,-7.03,4,
2026-03-10,NIO,rel_strength,buy,"New 20-day high (+5.7% above prev, 4.1x vol)",5.7,5.69,win,loss,5.98,-7.03,4,
2026-03-10,NIO,confluence,buy,"Confluence (2): gap_and_go, rel_strength",5.7,5.69,win,loss,5.98,-7.03,4,
2026-03-20,NIO,adjusted_drop,buy,"Market-adjusted drop -6.38% (stock -7.81%, market -1.43%)",5.43,5.62,win,win,15.12,-5.87,2,8
2026-03-20,NIO,sector_drop,buy,"Sector-adjusted drop -6.02% (stock -7.81%, XLY -1.79%)",5.43,5.62,win,win,15.12,-5.87,2,8
2026-03-20,NIO,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",5.43,5.62,win,win,15.12,-5.87,2,8
2026-04-01,NIO,macd,buy,MACD bullish crossover (above SMA20),6.2,5.97,win,win,5.19,0,1,5
2026-04-09,NIO,gap_and_go,buy,Gap up +3.1% on 1.6x volume,6.07,6.14,win,win,4.07,-1.47,1,5
2026-04-09,NIO,rel_strength,buy,"New 20-day high (+1.4% above prev, 1.6x vol)",6.07,6.14,win,win,4.07,-1.47,1,5
2026-04-09,NIO,adjusted_drop,buy,"Market-adjusted drop -5.44% (stock -4.86%, market +0.58%)",6.07,6.14,win,win,4.07,-1.47,1,5
2026-04-09,NIO,sector_drop,buy,"Sector-adjusted drop -6.59% (stock -4.86%, XLY +1.73%)",6.07,6.14,win,win,4.07,-1.47,1,5
2026-04-09,NIO,confluence,buy,"Confluence (4): gap_and_go, rel_strength, adjusted_drop, sector_drop",6.07,6.14,win,win,4.07,-1.47,1,5
2026-05-01,NIO,adjusted_drop,buy,"Market-adjusted drop -7.79% (stock -7.51%, market +0.28%)",5.91,5.95,win,win,-12.61,-13.95,8,8
2026-05-01,NIO,sector_drop,buy,"Sector-adjusted drop -7.75% (stock -7.51%, XLY +0.24%)",5.91,5.95,win,win,-12.61,-13.95,8,8
2026-05-01,NIO,confluence,buy,"Confluence (2): adjusted_drop, sector_drop",5.91,5.95,win,win,-12.61,-13.95,8,8
2026-01-26,IREN,adjusted_drop,buy,"Market-adjusted drop -8.13% (stock -7.62%, market +0.51%)",52.36,53.46,win,win,-23.36,-31.69,1,1
2026-01-26,IREN,sector_drop,buy,"Sector-adjusted drop -5.52% (stock -7.62%, BITO -2.10%)",52.36,53.46,win,win,-23.36,-31.69,1,1
